REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	A549.H3K27AC.ENCFF714TFN.sorted.bam	A549.INPUT.ENCFF669AUD.sorted.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
15_Peak_9557_lociStitched	chr2	42046714	42093389	15	21852	27841.6375	8401.5	659	PKDCC	AC013480.1	PKDCC	659	1
5_Peak_17877_lociStitched	chr9	115667615	115696655	5	14458	24274.536	4867.104	660	AL691420.1	RF00004,AL691420.1	RF00004	660	1
10_Peak_33578_lociStitched	chrX	119477754	119514000	10	26590	23146.6956	3809.4546	661		RN7SL118P,RNY3P16,SLC25A5,SLC25A5-AS1,CXorf56	SLC25A5	661	1
Peak_2979	chr2	227851862	227868550	1	16689	22149.9824	2825.2784	662		CCL20,DAW1,RF00402,TDGF1P2	TDGF1P2	662	1
8_Peak_14769_lociStitched	chr8	29492663	29530637	8	18387	26175.4782	6869.4966	663	AC084026.2	AC084026.1	AC084026.2	663	1
Peak_6490	chr1	64904771	64919313	1	14543	21192.0566	1897.731	664	AL606517.2,JAK1	AL606517.1,JAK1	AL606517.2	664	1
Peak_1233	chr14	49994108	50004642	1	10535	21370.3258	2102.5864	665	LINC01588	MIR6076,PDLIM1P1,AL117692.1,LINC01588	LINC01588	665	1
7_Peak_58605_lociStitched	chr7	54960812	54997705	7	19024	24998.6968	5733.1722	666		AC006971.1,EGFR	EGFR	666	1
9_Peak_968_lociStitched	chr7	129824441	129879610	9	18991	28274.1125	9042.1991	667	UBE2H	MIR96,MIR183,AC084864.1	UBE2H	667	1
Peak_4080	chr2	27952440	27963352	1	10913	22382.6944	3161.2064	668	MRPL33,BABAM2	MIR4263	MIR4263	668	1
2_Peak_61_lociStitched	chr17	81509393	81520069	2	8728	21481.1796	2277.1908	669	AC139149.1,ACTG1	BAHCC1,FSCN2,AC110285.4,LINC01971,FAAP100,NPLOC4	ACTG1	669	1
10_Peak_2843_lociStitched	chr16	69393864	69425882	10	24023	25777.6918	6586.1026	670	CYB5B,TERF2	AC026464.2,TMED6,AC026464.1,AC026464.3,TERF2,AC026464.5	TERF2	670	1
6_Peak_39969_lociStitched	chr11	110348717	110377758	6	22279	22666.5005	3519.7692	671	AP000924.1		AP000924.1	671	1
7_Peak_2380_lociStitched	chr12	63843111	63871589	7	16640	24476.841	5362.4074	672	SRGAP1	RXYLT1,PABPC1P4,AC079866.2,AC084357.2,RXYLT1-AS1,RPL36AP41,AC079866.1	SRGAP1	672	1
3_Peak_478_lociStitched	chr17	80252133	80264185	3	11652	21934.64	2833.4252	673	SLC26A11,RNF213	SLC26A11,RNF213,AC087741.1,SGSH	RNF213	673	1
7_Peak_67763_lociStitched	chr12	21554276	21571537	7	16143	21222.3995	2130.0074	674	GYS2,AC010197.2	SPX	SPX	674	1
14_Peak_96883_lociStitched	chr8	38503520	38549843	14	19585	25412.7978	6346.251	675	C8orf86,AC069120.1	FGFR1,AC069120.1	C8orf86	675	1
9_Peak_32450_lociStitched	chrX	24838895	24893308	9	27913	24480.4087	5479.3891	676	POLA1	EEF1B2P3	POLA1	676	1
3_Peak_21793_lociStitched	chr1	172343230	172361752	3	12093	22283.8182	3283.9506	677	DNM3	RNU6-157P,DNM3,PIGC	RNU6-157P	677	1
8_Peak_57696_lociStitched	chr18	7728146	7767046	8	21749	23515.05	4520.18	678	PTPRM,AP000897.2	PTPRM,AP000897.1	AP000897.2	678	1
12_Peak_87785_lociStitched	chr3	23726606	23761601	12	22341	23709.1125	4752.321	679		UBE2E1,UBE2E1-AS1	UBE2E1	679	1
9_Peak_2652_lociStitched	chr6	158703284	158752593	9	22153	23564.7711	4630.1151	680	SYTL3,AMZ2P2	MIR3918,EZR	AMZ2P2	680	1
7_Peak_44414_lociStitched	chr2	10326387	10348268	7	18045	23430.1748	4531.5551	681	HPCAL1	RN7SL66P,HPCAL1,RF00432,AC007240.2	HPCAL1	681	1
8_Peak_5636_lociStitched	chr1	23979012	24028218	8	20397	23205.5496	4320.2868	682	SRSF10,AL590609.1	MIR378F,PNRC2,AL591178.1,AL591178.2,AL590609.2,SRSF10,MYOM3	AL590609.1	682	1
4_Peak_15675_lociStitched	chr10	104108871	104123437	4	13523	21589.7252	2712.1892	683	SFR1	COL17A1,CFAP43	SFR1	683	1
8_Peak_25503_lociStitched	chr2	44267140	44298310	8	15940	25531.347	6685.965	684	AC013717.1,RPL12P19,SLC3A1	PPM1B,SLC3A1,PREPL	SLC3A1	684	1
13_Peak_29608_lociStitched	chr20	49575731	49617376	13	22696	25253.528	6429.988	685		PTGIS	PTGIS	685	1
Peak_1857	chr1	23553587	23562512	1	8926	20241.9	1421.7525	686	ID3	MDS2,E2F2,AL021154.1,AL450043.1	ID3	686	1
10_Peak_25443_lociStitched	chr18	23617163	23663908	10	21278	23695.0405	4884.8525	687	ANKRD29	LAMA3,NPC1,RF00019,RPS10P27,RPL23AP77	ANKRD29	687	1
4_Peak_1544_lociStitched	chr19	11136421	11155814	4	14772	20760.2065	1950.9358	688	SPC24	LDLR,MIR6886,AC011472.1,KANK2,DOCK6	SPC24	688	1
13_Peak_42623_lociStitched	chr9	22128295	22171901	13	19640	26595.2994	7822.9164	689		CDKN2B-AS1,RF01909,AL157937.1	CDKN2B-AS1	689	1
5_Peak_36180_lociStitched	chr5	41401722	41433770	5	18859	23372.6064	4627.7312	690	PLCXD3		PLCXD3	690	1
Peak_391	chr8	17890282	17901029	1	10748	20704.0955	1969.9251	691	FGL1	AC087273.1,AC087273.2,PCM1,FGL1	FGL1	691	1
6_Peak_26067_lociStitched	chr1	41481959	41516748	6	20066	22059.7049	3367.5752	692	EDN2,HIVEP3	AL445933.2,AL445933.1,RNA5SP45	EDN2	692	1
6_Peak_49014_lociStitched	chrX	46316584	46334882	6	16306	21298.872	2618.4438	693	LINC01186	ACTBP1	LINC01186	693	1
9_Peak_48791_lociStitched	chr2	19774484	19807053	9	17445	24390.9241	5745.1716	694		CISD1P1	CISD1P1	694	1
7_Peak_5224_lociStitched	chr17	19934940	19959551	7	16695	23395.2166	4786.8395	695	AKAP10	SPECC1,AC015726.1,AC005730.3,AKAP10,AC005730.2	AKAP10	695	1
2_Peak_1597_lociStitched	chr11	13332053	13344260	2	10775	21132.7584	2612.298	696	ARNTL	ARNTL,RN7SKP151	ARNTL	696	1
6_Peak_20852_lociStitched	chr17	77303522	77332396	6	14359	24008.731	5491.8348	697	SEPT9	SEPT9,AC068594.1,AC068594.2,AC111182.1	SEPT9	697	1
Peak_372	chr2	85432675	85441285	1	8611	20469.414	1955.331	698	SH2D6,RF00019	ELMOD3,SH2D6,RN7SL251P,AC062037.2,CAPG,RF00019	SH2D6	698	1
10_Peak_60176_lociStitched	chr1	24266774	24317404	10	20774	23502.446	5002.244	699	AL138902.1	GRHL3	GRHL3	699	1
11_Peak_46090_lociStitched	chr2	33005545	33053785	11	20535	27839.304	9353.736	700	LTBP1	AL133244.1	AL133244.1	700	1
12_Peak_26607_lociStitched	chr5	73591374	73641404	12	18955	26515.9	8034.818	701	ARHGEF28	UTP15,ARHGEF28,ANKRA2	ARHGEF28	701	1
6_Peak_3477_lociStitched	chr22	45670834	45693623	6	18876	22187.3704	3737.396	702	Z95331.1,ATXN10	ATXN10,RNU6-1161P	ATXN10	702	1
7_Peak_46490_lociStitched	chr3	81716627	81765790	7	18961	26189.1301	7748.0888	703	GBE1,AC017015.2	GBE1	GBE1	703	1
5_Peak_48989_lociStitched	chr2	47015510	47045632	5	14007	24245.1978	5813.546	704	TTC7A,AC093732.1,STPG4	TTC7A,AC073283.1	TTC7A	704	1
Peak_63	chr12	52920758	52930992	1	10235	20644.0248	2217.7078	705	KRT8	RPL7P41,KRT18,KRT8	KRT8	705	1
Peak_1987	chr2	9695611	9705621	1	10011	20419.399	1999.998	706	AC082651.4	AC082651.2,RNU4-73P	AC082651.4	706	1
13_Peak_69242_lociStitched	chr11	47910506	47949096	13	24306	25411.515	7081.265	707		PTPRJ,AC023232.1	AC023232.1	707	1
Peak_1263	chr4	128563751	128576109	1	12359	20028.6106	1711.583	708	AC078850.1	AC110609.1,AC078850.2	AC078850.1	708	1
13_Peak_43572_lociStitched	chr8	100437654	100491965	13	24953	27280.4153	8972.1772	709	AP000424.1	AP000424.2,AP003472.1,AP003472.2,ANKRD46	AP000424.1	709	1
2_Peak_106958_lociStitched	chr8	18949394	18961994	2	12366	20708.1	2421.72	710	PSD3	RF00091,AC009884.1,AC009884.2,PSD3	PSD3	710	1
6_Peak_67714_lociStitched	chr11	74121126	74155208	6	16310	24239.1184	5988.2074	711	AP002392.1,C2CD3	PPME1,AP000577.1,C2CD3,RNA5SP343	AP002392.1	711	1
8_Peak_60981_lociStitched	chr7	139721636	139754306	8	20248	23852.367	5619.24	712	HIPK2	TBXAS1,HIPK2	HIPK2	712	1
9_Peak_11884_lociStitched	chr4	83535142	83564310	9	23476	21377.2272	3147.2272	713	GPAT3	RPL30P5,GPAT3,ABRAXAS1	GPAT3	713	1
4_Peak_10150_lociStitched	chr19	44682827	44698248	4	13998	22161.5191	3947.776	714	CEACAM19,AC243964.2	PVR,CEACAM19,AC243964.3,CEACAM16,BCL3,MIR4531,AC243964.2,RF00285	CEACAM16	714	1
3_Peak_32743_lociStitched	chr2	239263909	239282150	3	13713	21517.0836	3305.2692	715	HDAC4	MIR4269,HDAC4	HDAC4	715	1
Peak_3471	chr3	134324275	134339204	1	14930	20301.9471	2091.5529	716		LINC02004,HMGN1P9,AC010207.1,RPL39P5,AMOTL2,MIR6827	AC010207.1	716	1
7_Peak_60084_lociStitched	chr2	229428621	229457219	7	23265	22066.2168	3906.4868	717	DNER		DNER	717	1
8_Peak_62595_lociStitched	chr17	55486694	55515409	8	18541	22716.4365	4568.5565	718	SMIM36	RNU6-1249P,SMIM36,GARSP1,AC105021.1	SMIM36	718	1
Peak_1861	chr1	8164049	8178221	1	14173	19925.832	1789.9236	719		AL358876.1,LINC01714,RNU1-7P,AL358876.2	AL358876.1	719	1
5_Peak_69245_lociStitched	chr18	58991064	59013518	5	21753	21012.4532	2878.6028	720	OACYLP	ZNF532,OACYLP	OACYLP	720	1
9_Peak_47598_lociStitched	chr14	76900705	76921233	9	15497	21587.2448	3471.2848	721		RN7SKP17,LINC01629,AC007686.1,RPL22P2,AF111169.2,RN7SL356P	AF111169.2	721	1
8_Peak_16428_lociStitched	chr9	20550133	20572318	8	16821	22011.957	3906.7785	722	MLLT3	AL163193.1,MIR4474	AL163193.1	722	1
12_Peak_4393_lociStitched	chr12	103839845	103871649	12	19850	22479.0672	4408.0344	723	AC012555.1,NT5DC3,TTC41P	AC012555.2,NT5DC3,TTC41P	AC012555.1	723	1
1_Peak_487_lociStitched	chr1	156745535	156752895	1	7361	19971.36	1926.112	724	PRCC,HDGF	RRNAD1,PRCC,CRABP2,AL590666.1,ISG20L2,MRPL24,HDGF	PRCC	724	1
1_Peak_102_lociStitched	chr17	28806608	28813578	1	6971	19497.181	1491.58	725	FAM222B	RPL31P58,RF00019,AC024267.2,ERAL1,MIR451B,FAM222B,MIR451A,MIR144,MIR4732,AC024267.1	FAM222B	725	1
6_Peak_42966_lociStitched	chr2	234360069	234379047	6	17431	21792.4374	3805.089	726		AC097713.2	AC097713.2	726	1
12_Peak_10645_lociStitched	chr16	81702646	81732233	12	22889	22944.7185	4958.7812	727	CMIP	CMIP,AC099524.1,PLCG2	CMIP	727	1
5_Peak_5959_lociStitched	chr5	156179212	156204106	5	17330	21632.886	3654.4392	728	SGCD		SGCD	728	1
Peak_4255	chr11	102310784	102323455	1	12672	19403.1023	1440.6927	729	RNU6-952P,BIRC3	AP000942.1,AP000942.3,BIRC3,BIRC2,AP000942.4	BIRC3	729	1
Peak_1696	chr1	8067702	8079759	1	12058	19480.4949	1538.4732	730	AL034417.2	ERRFI1,AL034417.1	AL034417.1	730	1
10_Peak_43093_lociStitched	chr1	40848908	40881517	10	20766	21998.0314	4059.8205	731	AC119677.1,CITED4	RN7SL326P,KCNQ4	AC119677.1	731	1
16_Peak_5495_lociStitched	chr20	48828092	48876721	16	22174	24212.3791	6282.8668	732	AL133342.1	ARFGEF2,PREX1	AL133342.1	732	1
7_Peak_60341_lociStitched	chr5	172706893	172741616	7	11214	23264.41	5343.8697	733		MIR5003,AC022217.2,AC022217.3,AC027309.1,AC022217.1,DUSP1,RF00019,AC022217.4	AC027309.1	733	1
9_Peak_32910_lociStitched	chr3	114740287	114764570	9	13372	21565.7323	3676.4462	734	ZBTB20,MIR4796	ZBTB20	ZBTB20	734	1
7_Peak_50090_lociStitched	chr4	73576133	73611442	7	19141	21492.5883	3636.827	735	RASSF6	AC074250.1	RASSF6	735	1
15_Peak_22865_lociStitched	chr10	62037231	62098930	15	21366	26178.8857	8329.365	736	ARID5B		ARID5B	736	1
9_Peak_61746_lociStitched	chr7	54811511	54842842	9	18343	22536.3883	4696.5169	737			SEC61G	737	1
13_Peak_43441_lociStitched	chr17	42367373	42430011	13	14004	29991.0744	12164.2996	738	STAT3,CAVIN1	ATP6V0A1,STAT3,RNU7-97P	STAT3	738	1
3_Peak_10421_lociStitched	chr12	46546916	46564195	3	16986	20888.5831	3094.6689	739	AC008014.1,AC008035.1	OR7A19P	AC008035.1	739	1
14_Peak_72581_lociStitched	chr1	186806137	186854946	14	19207	25634.4868	7853.3681	740	PLA2G4A		PLA2G4A	740	1
9_Peak_5092_lociStitched	chr8	32545588	32584607	9	19251	24819.9859	7046.8314	741	NRG1	NRG1	NRG1	741	1
10_Peak_61413_lociStitched	chr8	40096330	40125211	10	22038	23520.6864	5764.6476	742	AC087518.1,AC022733.1	TCIM,AC022733.2	AC022733.1	742	1
18_Peak_45634_lociStitched	chr8	125259742	125315481	18	19987	28783.6196	11036.322	743	NSMCE2,RN7SL329P	NSMCE2,AC084083.1	RN7SL329P	743	1
13_Peak_48088_lociStitched	chr4	172953927	173015047	13	21884	23781.792	6050.88	744	GALNTL6		RN7SL253P	744	1
5_Peak_35772_lociStitched	chr2	100730203	100758662	5	18621	22121.1807	4411.145	745		AC092168.1	AC092168.1	745	1
6_Peak_2208_lociStitched	chr3	9395193	9424353	6	15681	22826.448	5120.496	746	SETD5,THUMPD3-AS1	PGAM1P4,THUMPD3,SETD5,AC026191.1,SRGAP3,THUMPD3-AS1	THUMPD3-AS1	746	1
8_Peak_97974_lociStitched	chr22	29016203	29045021	8	19167	20933.3952	3227.616	747	ZNRF3,ZNRF3-IT1,ZNRF3-AS1	KREMEN1,C22orf31	ZNRF3-AS1	747	1
4_Peak_40281_lociStitched	chr19	40416943	40435352	4	7334	23083.0451	5380.9507	748	AC010271.2,SERTAD1	PLD3,MIR6796,AC010271.1,RF00017,SPTBN4,HIPK4,PRX,SERTAD3,BLVRB	AC010271.2	748	1
5_Peak_97467_lociStitched	chr7	36111395	36132329	5	15274	20733.0336	3050.0838	749		AC083864.4,AC083864.1,AC083864.3,AC078841.1,EEPD1,MARK2P13	MARK2P13	749	1
11_Peak_51434_lociStitched	chr2	209469948	209509232	11	16674	22985.0684	5303.34	750	MAP2		MAP2	750	1
5_Peak_42276_lociStitched	chr8	23343465	23357848	5	13461	20232.5661	2563.0506	751	AC090197.1,LOXL2	AC090197.1,LOXL2	LOXL2	751	1
10_Peak_24846_lociStitched	chr10	71956281	71999681	10	17592	24238.9	6575.1	752	CHST3		CHST3	752	1
12_Peak_59617_lociStitched	chr3	189298206	189362064	12	19073	25396.3266	7739.5896	753	TPRG1		TPRG1	753	1
13_Peak_53475_lociStitched	chr18	58398439	58429507	13	25663	21045.4632	3408.1596	754	NEDD4L,AC105105.2,AC090236.1	NEDD4L,AC090236.2,MIR122HG,MIR122,AC105105.4,MIR3591	AC105105.2	754	1
Peak_949	chr17	57873219	57883485	1	10267	20175.7698	2549.0478	755	CUEDC1	AC015845.1,AC015845.2,MRPS23,CUEDC1	CUEDC1	755	1
2_Peak_3665_lociStitched	chr2	48339260	48354195	2	10150	20725.2995	3109.467	756	FOXN2,RNU4-49P		FOXN2	756	1
4_Peak_15673_lociStitched	chr9	108038082	108059950	4	17070	21279.7508	3667.2636	757	AC068050.1	CHCHD4P2	AC068050.1	757	1
Peak_1518	chr11	10301348	10311041	1	9694	19333.6578	1728.2619	758	ADM,AMPD3,AC080023.1	AMPD3,AC080023.2,SBF2	ADM	758	1
Peak_2377	chr18	11848583	11862098	1	13516	19464.303	1885.3425	759	GNAL,CHMP1B,CHMP1B-AS1,AP005137.2	GNAL,AP001269.4,AP005137.1,MPPE1	CHMP1B	759	1
9_Peak_60631_lociStitched	chr10	21163830	21196176	9	16673	22674.546	5100.9642	760	NEBL-AS1,NEBL	AL731547.1,C10orf113	NEBL-AS1	760	1
Peak_1386	chr18	3614871	3628101	1	13231	19415.025	1841.616	761	DLGAP1	AP002472.1,DLGAP1-AS1,DLGAP1-AS2,AP002478.1,RN7SL39P	DLGAP1-AS2	761	1
Peak_1333	chrX	23794192	23808599	1	14408	19109.4448	1553.0746	762		RF00019,SAT1,ACOT9,AC131011.1,RPL9P7,APOO	SAT1	762	1
11_Peak_32350_lociStitched	chr11	61998971	62027756	11	18728	21695.2545	4139.283	763	AP003733.1	BEST1,AP003733.4,FTH1,AP003733.2	AP003733.1	763	1
3_Peak_2099_lociStitched	chr6	125939639	125958225	3	14879	20526.3784	2979.3358	764	HINT3	NCOA7,TRMT11,RNA5SP216	HINT3	764	1
5_Peak_781_lociStitched	chr1	26691567	26708232	5	14841	19738.026	2198.1135	765	ARID1A,AL512408.1	AL627082.1,ARID1A,RF01210	ARID1A	765	1
12_Peak_54182_lociStitched	chr8	23518391	23562262	12	15853	24637.9536	7120.2633	766	SLC25A37	SLC25A37,AC104561.2,AC104561.3,RNU4-71P	SLC25A37	766	1
6_Peak_22121_lociStitched	chr19	32361111	32377539	6	11613	21985.5924	4489.7724	767	ZNF507	ZNF507,DPY19L3,AC007773.1	ZNF507	767	1
14_Peak_58297_lociStitched	chr5	151039839	151096438	14	21734	26160.0578	8682.2866	768	TNIP1	GPX3,TNIP1,ANXA6	TNIP1	768	1
Peak_68	chr14	35399959	35407685	1	7727	19090.1734	1616.2792	769	NFKBIA	DNAJC8P1,AL133163.2,AL133163.1,AL133163.3	NFKBIA	769	1
5_Peak_74941_lociStitched	chr15	70264230	70282421	5	13655	20439.4076	2979.6858	770		AC048383.1	AC048383.1	770	1
13_Peak_28370_lociStitched	chr12	15688552	15734074	13	22476	24859.5642	7401.8772	771	EPS8	AC073651.1,EPS8,RNU6-251P	EPS8	771	1
Peak_184	chr11	12083103	12092125	1	9023	19078.8234	1623.0578	772	AC124276.2	AC124276.1,MICAL2	AC124276.2	772	1
6_Peak_15802_lociStitched	chr17	57434882	57463328	6	17754	23226.159	5788.761	773	MSI2,AC015883.1		AC015883.1	773	1
9_Peak_12384_lociStitched	chr9	130926799	130971136	9	20618	22097.5608	4704.1557	774	AL161733.1,FIBCD1	LAMC3,QRFP	FIBCD1	774	1
13_Peak_4586_lociStitched	chr22	36349284	36399801	13	21837	23106.4758	5723.5761	775	FO393418.1,MYH9	MYH9,RPS15AP38,RF00019	MYH9	775	1
4_Peak_26613_lociStitched	chr15	62886168	62904882	4	12253	22271.5314	4914.2964	776	AC103740.2	AC079328.1,AC103740.1	AC103740.2	776	1
10_Peak_68178_lociStitched	chr9	129400835	129443420	10	15613	23230.1175	5889.5055	777	AL353803.1,AL353803.2	LINC00963,RN7SL159P,AL353803.3,AL353803.2,AL353803.4	AL353803.1	777	1
Peak_103	chr12	121799661	121806921	1	7261	18890.52	1555.092	778	AC084018.1,AC084018.2,SETD1B,RHOF,LINC01089	TMEM120B,AC079360.1,RHOF	RHOF	778	1
9_Peak_19047_lociStitched	chr5	81749649	81774522	9	18056	20885.8581	3559.3263	779	SSBP2		SSBP2	779	1
3_Peak_30182_lociStitched	chr9	3502510	3528037	3	10291	21616.2636	4298.7468	780	RFX3-AS1,RFX3	RFX3	RFX3	780	1
9_Peak_37673_lociStitched	chr10	110481648	110502608	9	16525	20966.288	3659.616	781	DUSP5,AL355512.1	HMGB3P5,DUSP5,RPL7P35	AL355512.1	781	1
4_Peak_17148_lociStitched	chr5	72835887	72851316	4	14949	20139.4737	2838.936	782	TNPO1	TNPO1,MIR4804,AC035140.1,AC008953.1	TNPO1	782	1
Peak_222	chr17	17834987	17842217	1	7231	19265.058	1977.405	783	SREBF1	RAI1,AC122129.1,SREBF1,MIR6777,MIR33B,TOM1L2	SREBF1	783	1
7_Peak_1113_lociStitched	chr8	71828143	71864446	7	16530	23796.6165	6516.3885	784	MSC-AS1,MSC	RPS20P20,AC104012.1,RF00096	MSC	784	1
7_Peak_55515_lociStitched	chr14	93027108	93057941	7	18773	21277.8533	4002.1234	785	ITPK1	ITPK1-AS1,ITPK1	ITPK1	785	1
5_Peak_35669_lociStitched	chr1	21919519	21940805	5	19835	19795.98	2530.9054	786	HSPG2	AL590556.1,CELA3B,AL590556.3,RN7SL386P,RNU6-1022P,HSPG2,AL590556.2	HSPG2	786	1
6_Peak_31883_lociStitched	chr16	74729788	74747769	6	14483	20138.72	2878.7581	787	FA2H	MLKL,FA2H	FA2H	787	1
Peak_55	chr2	85417653	85424962	1	7310	19106.4569	1865.9877	788	SH2D6,CAPG	RN7SL113P,ELMOD3,SH2D6,RF00019,RN7SL251P,AC062037.2,CAPG	SH2D6	788	1
7_Peak_17445_lociStitched	chr9	101311910	101337417	7	18235	21206.5198	3984.1934	789	PLPPR1,RF00322,ACNATP	AL359893.1,TRMT112P4,BAAT,FYTTD1P1	RF00322	789	1
10_Peak_23593_lociStitched	chr17	17900192	17960810	10	15486	29575.5222	12366.072	790	TOM1L2	AC122129.1,DRC3,AC087163.2,TOM1L2,AC087163.1	TOM1L2	790	1
5_Peak_2135_lociStitched	chr16	57468431	57487503	5	15536	20246.8352	3070.592	791	POLR2C,DOK4	COQ9,AC009052.1,POLR2C,CIAPIN1,CCDC102A	DOK4	791	1
16_Peak_31391_lociStitched	chr2	173027689	173061167	16	19964	22232.7398	5058.5258	792	RAPGEF4	MAP3K20	RAPGEF4	792	1
18_Peak_63194_lociStitched	chr22	46447188	46539336	18	24345	25709.292	8542.1196	793	CELSR1,AL031597.1	AL021392.1,GRAMD4	AL031597.1	793	1
Peak_1066	chr2	54568372	54577105	1	8734	19544.454	2391.0954	794	SPTBN1	RPL23AP32,AC092839.1,AC092839.2	SPTBN1	794	1
11_Peak_30816_lociStitched	chr10	33113471	33164623	11	18876	26333.0496	9181.784	795	AL121748.1	AL121748.2,NRP1	AL121748.1	795	1
9_Peak_10185_lociStitched	chr2	222835274	222865634	9	16627	21783.3	4660.26	796	ACSL3	ACSL3,ATG12P2	ACSL3	796	1
Peak_172	chr11	65475855	65483650	1	7796	18657.3325	1562.118	797		MIR612,RF01684,AP000769.1,MALAT1,RF01871,SCYL1,AP000769.3,AP000769.2,SNRPGP19	AP000769.3	797	1
12_Peak_58127_lociStitched	chr6	7670061	7704226	12	22298	21619.612	4530.279	798		AL390026.1,BMP6	BMP6	798	1
1_Peak_356_lociStitched	chr15	68816390	68822424	1	6035	18388.0116	1327.48	799	SPESP1,ANP32A	AC087639.1,ANP32A,MIR4312	SPESP1	799	1
11_Peak_78346_lociStitched	chr1	199756841	199809559	11	22712	24708.9266	7649.3818	800		AL596266.1	AL596266.1	800	1
3_Peak_64970_lociStitched	chr19	37928604	37944047	3	9727	22180.7809	5127.076	801	SIPA1L3	SIPA1L3,AC008395.1,WDR87	SIPA1L3	801	1
Peak_385	chr17	50929752	50937878	1	8127	19356.9446	2324.8486	802	AC005920.1	TOB1-AS1,AC005920.3,AC005920.4,SPAG9	AC005920.3	802	1
6_Peak_61003_lociStitched	chr7	134589680	134615051	6	13310	23554.4364	6555.8664	803		AKR1B15,BPGM	AKR1B15	803	1
Peak_384	chr16	14302094	14311524	1	9431	18506.375	1518.23	804	MIR193BHG,MIR193B,MIR365A	MRTFB,RF00019,MIR193BHG	MIR365A	804	1
1_Peak_343_lociStitched	chr14	105086314	105094790	1	8477	18902.3276	1950.3276	805	LINC02298	LINC02298,GPR132,AL512356.3,AL512356.2	LINC02298	805	1
3_Peak_47475_lociStitched	chr17	77407978	77430868	3	13146	21658.518	4708.473	806	SEPT9	SEPT9,RF00019,AC111170.3,AC111170.2,AC111182.1,MIR4316,AC111170.1	SEPT9	806	1
3_Peak_57308_lociStitched	chr5	143390563	143417080	3	14007	21529.1523	4627.2165	807	AC091925.1,NR3C1	AC091925.2,NR3C1	NR3C1	807	1
6_Peak_50372_lociStitched	chr5	73662961	73695013	6	12762	22535.7612	5634.7416	808	ARHGEF28		ARHGEF28	808	1
9_Peak_43933_lociStitched	chr15	98774909	98805917	9	19250	23494.7616	6598.5024	809	IGF1R,MIR4714	IGF1R	MIR4714	809	1
3_Peak_1574_lociStitched	chr11	61815333	61830151	3	11744	19241.173	2360.5074	810	FADS2,FADS1	MYRF,FEN1,FADS2,TMEM258,MIR611,FADS1,MIR1908,FADS3,MIR6746	FADS2	810	1
6_Peak_108237_lociStitched	chr17	6587609	6603814	6	10958	19901.3605	3025.4735	811	KIAA0753,RNA5SP435	TXNDC17,C17orf100,PITPNM3,KIAA0753,AC004706.3,MED31	KIAA0753	811	1
7_Peak_22526_lociStitched	chr12	110099698	110125448	7	14908	22353.575	5502.775	812	IFT81	IFT81,AC007546.2,C12orf76	IFT81	812	1
13_Peak_34343_lociStitched	chr5	96065581	96113933	13	20159	22686.7584	5845.7568	813	AC104123.1,MIR583HG,MIR583		MIR583	813	1
10_Peak_35829_lociStitched	chr5	133221259	133249703	10	14473	21648.7284	4809.8804	814	AC010307.2,AC010307.3,FSTL4	AC010307.4,AC010307.1,FSTL4	AC010307.3	814	1
Peak_2082	chr12	104283999	104294000	1	10002	19178.9177	2360.236	815	TXNRD1	RPL18AP3,EID3,TXNRD1,AC089983.1	TXNRD1	815	1
22_Peak_52815_lociStitched	chr11	122628678	122691481	22	26954	23840.0188	7033.936	816	UBASH3B	AP002469.1,UBASH3B,RNU6-592P,GLULP3,RF01210	UBASH3B	816	1
Peak_206	chr1	154967929	154974495	1	6567	18032.2058	1235.0646	817	SHC1	AL451085.1,AL451085.2,CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK,RF00017,PBXIP1,PYGO2,SHC1	SHC1	817	1
7_Peak_65011_lociStitched	chrX	19667021	19724191	7	18050	23108.114	6323.002	818	SH3KBP1	SH3KBP1	SH3KBP1	818	1
12_Peak_104899_lociStitched	chr6	87700271	87734211	12	20369	20947.768	4174.62	819	RF01210,AKIRIN2	ORC3	RF01210	819	1
Peak_2114	chr9	121316979	121328978	1	12000	18790.434	2018.2318	820	GSN	GSN,AL359644.1,AL513122.2,GSN-AS1,STOM	GSN	820	1
Peak_3461	chr1	234598517	234609735	1	11219	19189.5108	2420.8444	821	AL160408.2,IRF2BP2	AL161640.1,RF00096,LINC00184,AL160408.5,AL160408.1	AL160408.2	821	1
7_Peak_43136_lociStitched	chr1	9280578	9333221	7	20200	22531.204	5774.9371	822	SPSB1	H6PD,SPSB1	SPSB1	822	1
7_Peak_2238_lociStitched	chr6	73694045	73715935	7	16774	19285.09	2532.673	823	CD109,AL590428.1	CD109,SLC17A5	AL590428.1	823	1
14_Peak_22021_lociStitched	chr1	234494517	234545707	14	21287	25031.91	8282.542	824	LINC01354	AL161640.1,RF00096,TARBP1	LINC01354	824	1
6_Peak_43262_lociStitched	chr10	79145237	79163719	6	14671	20141.6836	3398.8398	825	ZMIZ1	ZMIZ1	ZMIZ1	825	1
Peak_641	chr11	66964453	66974991	1	10539	18785.0388	2064.3942	826		RNU7-23P,C11orf86,SYT12,MIR3163,PC	C11orf86	826	1
